Bakim Yeri	Ekipman	Teknik Tanitici Numarasi	SCE Grubu	SCE Sebebi	Ekipman Tipi
1001	1100161218	214-TZAHH-4005-6	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Temperature Element
1001	1100161219	214-TZAHH-4005-7	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Temperature Element
1001	1100161226	214-TZAHH-4008-2	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Temperature Element
1001	1100161227	214-TZAHH-4008-3	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Temperature Element
1001	1100161228	214-TZAHH-4008-4	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Temperature Element
1001	1100161229	214-TZAHH-4008-5	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Temperature Element
1001	1100161230	214-TZAHH-4008-6	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Temperature Element
1001	1100161231	214-TZAHH-4008-7	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Temperature Element
1001	1100161232	214-TZAHH-4008-8	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Temperature Element
1001	1100161233	214-TZAHH-4008-9	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Temperature Element
1001	1100023338	214-UV-1200	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Automated Block Valve
1001	1100023345	214-UV-1201	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Automated Block Valve
1001	1100023399	214-UV-1260	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Automated Block Valve
1001	1100023408	214-UV-1261	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Automated Block Valve
1001	1100009093	214-XSOV-2901	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Solenoid Valve
1001	1100009100	214-XSOV-2902	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Solenoid Valve
1001	1100009123	214-XSOV-3951	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Solenoid Valve
1001	1100009131	214-XSOV-3952	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Solenoid Valve
1001	1100023253	214-XV-1601	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Automated Block Valve
1001	1100023574	214-XV-4500	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Automated Block Valve
1001	1100023596	214-XV-4504	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Automated Block Valve
1001	1100023604	214-XV-4601	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Automated Block Valve
1001	1100023612	214-XV-4602	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Automated Block Valve
1001	1100023628	214-XV-4605	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Automated Block Valve
1001	1100023284	214-XZV-3007	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Control Valve
1001	1100024245	214-XZV-4005	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Automated Block Valve
1001	1100024252	214-XZV-4006	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Automated Block Valve
1001	1100024259	214-XZV-4007	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Automated Block Valve
1001	1100009238	214-XZVS-4018	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Solenoid Valve
1002	1100033129	215-FRALT-102-A	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033141	215-FRALT-102-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033150	215-FRALT-102-C	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033161	215-FRALT-108-A	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033172	215-FRALT-108-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033183	215-FRALT-108-C	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033194	215-FRALT-205-A	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033204	215-FRALT-205-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033215	215-FRALT-205-C	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033226	215-FRALT-212-A	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033236	215-FRALT-212-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033247	215-FRALT-212-C	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033289	215-FRALT-509-A	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033300	215-FRALT-509-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033310	215-FRALT-509-C	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100043688	215-FRALV-405	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Control Valve
1002	1100033377	215-FRCALT-107-A	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033388	215-FRCALT-107-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033399	215-FRCALT-107-C	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033495	215-FRCALT-509-A	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033506	215-FRCALT-509-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100033516	215-FRCALT-509-C	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Differential Pressure Flow Transmitter
1002	1100111507	215-HSV-202	Basınç Boşaltma Sistemleri	BASINÇ BOŞALTMA VANASI	Instrument Control Valve
1002	1100097765	215-PC-401	Inert Örtüleme Sistemleri	AZOT ÖRTÜ SISTEMI	Self-Operated Control Valve
1002	1100097783	215-PC-603	Inert Örtüleme Sistemleri	AZOT ÖRTÜ SISTEMI	Self-Operated Control Valve
1002	1100097784	215-PC-701	Inert Örtüleme Sistemleri	AZOT ÖRTÜ SISTEMI	Self-Operated Control Valve
1002	1100111647	215-PDRCV-501	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Control Valve
1002	1100043843	215-PIALV-415	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Control Valve
1002	1100043905	215-PIALV-555	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Control Valve
1002	1100111539	215-PICV-464-A	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Pneumatic-Hydraulic Actuator
1002	1100111541	215-PICV-464-B	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Pneumatic-Hydraulic Actuator
1002	1100111624	215-PICV-572-A	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Pneumatic-Hydraulic Actuator
1002	1100111628	215-PICV-572-B	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Pneumatic-Hydraulic Actuator
1002	1100111557	215-TIT-460	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	RTD-TC Temperature Transmitter Switch
1002	1100124837	215-XZV-101	Basınç Boşaltma Sistemleri	BASINÇ BOŞALTMA VANASI	Instrument Control Valve
1002	1100124838	215-XZV-401	Basınç Boşaltma Sistemleri	BASINÇ BOŞALTMA VANASI	Instrument Control Valve
1002	1100130940	215-XZV-701	Basınç Boşaltma Sistemleri	BASINÇ BOŞALTMA VANASI	Instrument Control Valve
1008	1100025246	219-HPV-U901	Deluge Sistemleri	DELUGE SISTEMI	Miscellaneous Instrument Valve
1008	1100025255	219-HPV-U902	Deluge Sistemleri	DELUGE SISTEMI	Miscellaneous Instrument Valve
1008	1100015813	219-PIT-A201	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Pressure Transmitter
1008	1100015824	219-PIT-A202	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Pressure Transmitter
1008	1100015859	219-PIT-A213	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Pressure Transmitter
1008	1100015881	219-PIT-A261	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Pressure Transmitter
1008	1100015911	219-PIT-A271	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Pressure Transmitter
1008	1100015941	219-PIT-A282	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Pressure Transmitter
1008	1100015954	219-PIT-A292	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Pressure Transmitter
1008	1100016041	219-PIT-B132	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Pressure Transmitter
1008	1100016011	219-PT-B105	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Transducer
1008	1100016022	219-PT-B113	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Transducer
1008	1100008137	219-TE-A605-A	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	RTD Temperature Element
1008	1100008145	219-TE-A605-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	RTD Temperature Element
1008	1100008152	219-TE-A605-C	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	RTD Temperature Element
1008	1100008159	219-TE-A605-D	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	RTD Temperature Element
1008	1100008166	219-TE-A605-E	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	RTD Temperature Element
1008	1100008174	219-TE-A605-F	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	RTD Temperature Element
1008	1100008243	219-TE-B150-A	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	TC Temperature Element
1008	1100008250	219-TE-B150-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	TC Temperature Element
1008	1100008264	219-TE-B152-A	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	TC Temperature Element
1008	1100008272	219-TE-B152-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	TC Temperature Element
1008	1100008286	219-TE-B154-A	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	TC Temperature Element
1008	1100008294	219-TE-B154-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	TC Temperature Element
1008	1100008308	219-TE-B156-A	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	TC Temperature Element
1008	1100008316	219-TE-B156-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	TC Temperature Element
1008	1100008330	219-TE-B162-A	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	TC Temperature Element
1008	1100008337	219-TE-B162-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	TC Temperature Element
1008	1100008351	219-TE-B164-A	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	TC Temperature Element
1008	1100008359	219-TE-B164-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	TC Temperature Element
1008	1100008374	219-TE-B166-A	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	TC Temperature Element
1008	1100008381	219-TE-B166-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	TC Temperature Element
1008	1100008394	219-TE-B168-A	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	TC Temperature Element
1008	1100008401	219-TE-B168-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	TC Temperature Element
1008	1100017050	219-TT-A261-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Filled-System Temperature Transmitter
1008	1100017111	219-TT-A269-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Filled-System Temperature Transmitter
1008	1100017140	219-TT-A279-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Filled-System Temperature Transmitter
1008	1100017170	219-TT-A291-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Filled-System Temperature Transmitter
1008	1100014001	219-VE-A601-A	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Vibration Sensor
1008	1100014008	219-VE-A601-B	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Vibration Sensor
1008	1100014016	219-VE-A601-C	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Vibration Sensor
1008	1100014023	219-VE-A601-D	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Vibration Sensor
1008	1100014032	219-VE-A601-E	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Vibration Sensor
1008	1100014039	219-VE-A601-F	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Vibration Sensor
1008	1100014045	219-VXE-A602	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Vibration Sensor
1008	1100014053	219-VYE-A602	Acil Durdurma Sistemleri (ESD)	HAZOP/LOPA EKIPMANI	Vibration Sensor
1008	1100018908	219-XEV-A201-A	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Solenoid Valve
1008	1100018915	219-XEV-A201-B	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Solenoid Valve
1008	1100019028	219-XEV-E301-A	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Solenoid Valve
1008	1100019035	219-XEV-E301-B	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Solenoid Valve
1008	1100019043	219-XEV-E302-A	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Solenoid Valve
1008	1100019050	219-XEV-E302-B	Acil Durum İzolasyon Vanaları	HAZOP/LOPA EKIPMANI	Instrument Solenoid Valve
1008	1100202792	219-XHS-B101-C	Acil Durdurma Sistemleri (ESD)	OPR. HAZOP/LOPA	Emergency Shut Down
1000	1100196652	278-KPT-0600	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196659	278-KPT-0601	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196665	278-KPT-0602	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196671	278-KPT-0603	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196678	278-KPT-0604	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196685	278-KPT-0605	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196691	278-KPT-0606	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196697	278-KPT-0607	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196704	278-KPT-0608	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196711	278-KPT-0609	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196718	278-KPT-0610	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196723	278-KPT-0611	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196728	278-KPT-0612	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196733	278-KPT-0613	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196738	278-KPT-0614	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196744	278-KPT-0615	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196750	278-KPT-0616	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196755	278-KPT-0617	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196760	278-KPT-0618	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196766	278-KPT-0619	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196772	278-KPT-0620	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196777	278-KPT-0621	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196782	278-KPT-0622	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100196788	278-KPT-0625	Deluge Sistemleri	DELUGE SISTEMI	Pressure Transmitter
1000	1100194242	278-LT-56001	Acil Durdurma Sistemleri (ESD)	PG OLAY DEĞERLENDİRME	Level Transmitter
1000	1100194243	278-LT-56002	Acil Durdurma Sistemleri (ESD)	PG OLAY DEĞERLENDİRME	Level Transmitter
